code,description,mdc,adrg
M96.2,Postradiation kyphosis,08,I68
M96.3,Postlaminectomy kyphosis,08,I06
M96.3,Postlaminectomy kyphosis,08,I68
M96.4,Postprocedural lordosis,08,I06
M96.4,Postprocedural lordosis,08,I68
M96.5,Postradiation scoliosis,08,I06
M96.5,Postradiation scoliosis,08,I68
M96.6,Bone fx foll ins orthopaedic implant,08,I12
M96.6,Bone fx foll ins orthopaedic implant,08,I73
M96.71,Accid punct lacr muscle during proc,21B,X63
M96.72,Accid punct lacr tendon dur proc,21B,X63
M96.73,Accid punct lacr ligament during proc,21B,X63
M96.74,Accid punct lacr cartilage dur proc,21B,X63
M96.79,Accid punct lacr M/S org dur proc NEC,21B,X63
M96.8,Other intra/postop disrd M/S sys,08,I12
M96.8,Other intra/postop disrd M/S sys,08,I73
M96.9,Intra/postop disrd M/S system unsp,08,I12
M96.9,Intra/postop disrd M/S system unsp,08,I73
N00.0,Acute nephritic synd glomerular abn,11,L67
N00.1,Ac neph synd focal segment glom lesion,11,L67
N00.2,Ac nephritic synd diffuse memb glomneph,11,L67
N00.3,Ac neph synd dfs mesngl prolf glomneph,11,L67
N00.4,Ac neph synd dfs endcap prolf glomneph,11,L67
N00.5,Ac neph synd diffuse mesngcp glomneph,11,L67
N00.6,Ac neph syndrome dense deposit disease,11,L67
N00.7,Ac neph synd dfs crescentic glomneph,11,L67
N00.8,Acute nephritic syndrome other,11,L67
N00.9,Acute nephritic syndrome unspecified,11,L67
N01.0,Rapid progress neph synd minor glom abn,11,L67
N01.1,Progress neph synd focl seg glom lesion,11,L67
N01.2,Progress neph synd dfs memb glomneph,11,L67
N01.3,Neph synd dfs mesangial prolf glomneph,11,L67
N01.4,Neph synd dfs endcap prolf glomneph,11,L67
N01.5,Neph synd diffuse mesngcp glomneph,11,L67
N01.6,Progressive neph synd dense deposit dis,11,L67
N01.7,Neph synd diffuse crescentic glomneph,11,L67
N01.8,Rapid progress nephritic syndrome other,11,L67
N01.9,Rapidly progress nephritic syndrome unsp,11,L67
N02.0,Rec & persist haematuria minor glom abn,11,L65
N02.1,Rec haematuria focal segmental glom lsn,11,L65
N02.2,Rec haematuria dfs membranous glomneph,11,L65
N02.3,Rec haematur dfs mesngl prolf glomneph,11,L65
N02.4,Rec haematur dfs endcap prolf glomneph,11,L65
N02.5,Rec haematuria dfs mesngcp glomneph,11,L65
N02.6,Rec haematuria dense deposit disease,11,L65
N02.7,Rec haematuria dfs crescentic glomneph,11,L65
N02.8,Recurrent & persistent haematuria other,11,L65
N02.9,Recurrent & persistent haematuria unsp,11,L65
N03.0,Chr nephritic syndrome minor glom abn,11,L67
N03.1,Chr neph synd focal & segment glom lsn,11,L67
N03.2,Chr neph synd dfs membranous glomneph,11,L67
N03.3,Chr neph synd mesngl prolf glomneph,11,L67
N03.4,Chr neph synd endcap prolf glomneph,11,L67
N03.5,Chr neph synd dfs mesngcp glomneph,11,L67
N03.6,Chr neph syndrome dense deposit disease,11,L67
N03.7,Chr neph synd dfs crescentic glomneph,11,L67
N03.8,Chronic nephritic syndrome other,11,L67
N03.9,Chronic nephritic syndrome unspecified,11,L67
N04.0,Nephrotic syndrome minor glomerular abn,11,L67
N04.1,Nephrotic synd focal segmental glom lsn,11,L67
N04.2,Nephrotic synd dfs membranous glomneph,11,L67
N04.3,Nephrot synd dfs mesngl prolf glomneph,11,L67
N04.4,Nephrot synd dfs endcap prolf glomneph,11,L67
N04.5,Nephrotic synd dfs mesngcp glomneph,11,L67
N04.6,Nephrotic syndrome dense deposit disease,11,L67
N04.7,Nephrotic synd dfs crescentic glomneph,11,L67
N04.8,Nephrotic syndrome other,11,L67
N04.9,Nephrotic syndrome unspecified,11,L67
N05.0,Unsp neph synd minor glomerular abn,11,L67
N05.1,Unsp neph synd focl seg glom lesion,11,L67
N05.2,Unsp neph synd dfs membranous glomneph,11,L67
N05.3,Unsp neph synd mesngl prolf glomneph,11,L67
N05.4,Unsp neph synd endcap prolf glomneph,11,L67
N05.5,Unsp neph synd dfs mesngcp glomneph,11,L67
N05.6,Unsp neph synd dense deposit disease,11,L67
N05.7,Unsp neph synd dfs crescentic glomneph,11,L67
N05.8,Unspecified nephritic syndrome other,11,L67
N05.9,Unspecified nephritic syndrome unsp,11,L67
N06.0,Isolated proteinuria w minor glom abn,11,L67
N06.1,Isol proteinuria w focal seg glom lesion,11,L67
N06.2,Isol proteinuria w diffuse memb glomneph,11,L67
N06.3,Isol prot w dfs mesngl prolf glomneph,11,L67
N06.4,Isol prot w dfs endcap prolf glomneph,11,L67
N06.5,Isol prot w dfs mesngcp glomneph,11,L67
N06.6,Isol proteinuria w dense deposit disease,11,L67
N06.7,Isol prot w dfs crescentic glomneph,11,L67
N06.8,Isol proteinuria w spec morph lsn other,11,L67
N06.9,Isol proteinuria w spec morph lsn unsp,11,L67
N07.0,Hered nephropathy NEC minor glom abn,11,L67
N07.1,Hered nephpthy NEC focl seg glom lesions,11,L67
N07.2,Hered nephpthy NEC diffuse memb glomneph,11,L67
N07.3,Hered nephpthy NEC mesngl prolf glomneph,11,L67
N07.4,Hered nephpthy NEC endcap prolf glomneph,11,L67
N07.5,Hered nephpthy NEC dfs mesngcp glomneph,11,L67
N07.6,Hered nephpthy NEC dense deposit dis,11,L67
N07.7,Hered nephpthy NEC dfs cres glomneph,11,L67
N07.8,Hereditary nephropathy NEC other,11,L67
N07.9,Hereditary nephropathy NEC unspecified,11,L67
N08.0,Glomerular disrd infect parasit dis cl/e,11,L67
N08.1,Glomerular disrd in neoplastic diseases,11,L67
N08.2,Glom disrd blood & immune mechanism dis,11,L67
N08.4,Glom disrd in endocrine nutrit metab dis,11,L67
N08.5,Glom disrd in systemic con tissue disrd,11,L67
N08.8,Glom disrd in other dis class elsewhere,11,L67
N10,Acute tubulo-interstitial nephritis,11,~L44
N10,Acute tubulo-interstitial nephritis,11,L63
N11.0,Nonobstr reflux-ass chronic pyeloneph,11,~L44
N11.0,Nonobstr reflux-ass chronic pyeloneph,11,L67
N11.1,Chronic obstructive pyelonephritis,11,~L44
N11.1,Chronic obstructive pyelonephritis,11,L63
N11.8,Oth chr tubulo-interstitial nephritis,11,~L44
N11.8,Oth chr tubulo-interstitial nephritis,11,L63
N11.9,Chr tubulo-interstitial nephritis unsp,11,~L44
N11.9,Chr tubulo-interstitial nephritis unsp,11,L63
N12,Tubulo-interstitial nephritis NOS,11,~L44
N12,Tubulo-interstitial nephritis NOS,11,L63
N13.0,Hydronephrosis w ureteropelvic jnct obs,11,L43
N13.0,Hydronephrosis w ureteropelvic jnct obs,11,~L44
N13.0,Hydronephrosis w ureteropelvic jnct obs,11,L64
N13.1,Hydronephrosis w ureteral stricture NEC,11,L43
N13.1,Hydronephrosis w ureteral stricture NEC,11,~L44
N13.1,Hydronephrosis w ureteral stricture NEC,11,L64
N13.2,Hydronephrosis w renal ureteral calc obs,11,L43
N13.2,Hydronephrosis w renal ureteral calc obs,11,~L44
N13.2,Hydronephrosis w renal ureteral calc obs,11,L64
N13.3,=,11,L43
N13.3,=,11,~L44
N13.3,=,11,L64
N13.4,Hydroureter,11,L43
N13.4,Hydroureter,11,~L44
N13.4,Hydroureter,11,L64
N13.5,Kinking stricture ureter wo hydroneph,11,~L44
N13.5,Kinking stricture ureter wo hydroneph,11,L67
N13.6,Pyonephrosis,11,~L44
N13.6,Pyonephrosis,11,L63
N13.7,Vesicoureteral-reflux-ass uropathy,11,~L44
N13.7,Vesicoureteral-reflux-ass uropathy,11,L67
N13.8,Other obstructive and reflux uropathy,11,~L44
N13.8,Other obstructive and reflux uropathy,11,L67
N13.9,Obstructive & reflux uropathy unsp,11,~L44
N13.9,Obstructive & reflux uropathy unsp,11,L67
N14.0,Analgesic nephropathy,11,L67
N14.1,Nephropathy ind by oth drugs substances,11,L67
N14.2,Nephropathy ind by unsp drug substances,11,L67
N14.3,Nephropathy induced by heavy metals,11,L67
N14.4,Toxic nephropathy NEC,11,L67
N15.0,Balkan nephropathy,11,L67
N15.1,Renal and perinephric abscess,11,L63
N15.8,Other spec renal tubulo-interstitial dis,11,L67
N15.9,Renal tubulo-interstitial disease unsp,11,L67
N16.0,Ren tubulointerst disrd infect dis cl/e,11,L67
N16.1,Renal tubulo-interst disrd neoplas dis,11,L67
N16.2,Ren tubulo-interst disrd bl immune dis,11,L67
N16.3,Renal tubulo-interst disrd metabolic dis,11,L67
N16.4,Ren tubulointerst disrd con tis dis,11,L67
N16.5,Ren tubulointerst disrd transplant rejct,11,L67
N16.8,Ren tubulointerst disrd in oth dis cl/e,11,L67
N17.0,Acute kidney failure w tubular necrosis,11,~L44
N17.0,Acute kidney failure w tubular necrosis,11,L60
N17.1,Ac kidney failure w ac cortical necrosis,11,~L44
N17.1,Ac kidney failure w ac cortical necrosis,11,L60
N17.2,Ac kidney failure w medullary necrosis,11,~L44
N17.2,Ac kidney failure w medullary necrosis,11,L60
N17.8,Other acute kidney failure,11,~L44
N17.8,Other acute kidney failure,11,L60
N17.9,Acute kidney failure unspecified,11,~L44
N17.9,Acute kidney failure unspecified,11,L60
N18.1,Chronic kidney disease stage 1,11,~L44
N18.1,Chronic kidney disease stage 1,11,L67
N18.2,Chronic kidney disease stage 2,11,~L44
N18.2,Chronic kidney disease stage 2,11,L67
N18.3,Chronic kidney disease stage 3,11,~L44
N18.3,Chronic kidney disease stage 3,11,L60
N18.4,Chronic kidney disease stage 4,11,~L44
N18.4,Chronic kidney disease stage 4,11,L60
N18.5,"Chronic kidney disease, stage 5",11,~L44
N18.5,"Chronic kidney disease, stage 5",11,L60
N18.9,"Chronic kidney disease, unspecified",11,~L44
N18.9,"Chronic kidney disease, unspecified",11,L67
N19,Unspecified kidney failure,11,~L44
N19,Unspecified kidney failure,11,L60
N20.0,Calculus of kidney,11,L43
N20.0,Calculus of kidney,11,L64
N20.1,Calculus of ureter,11,L43
N20.1,Calculus of ureter,11,L64
N20.2,Calculus of kidney w calculus of ureter,11,L43
N20.2,Calculus of kidney w calculus of ureter,11,L64
N20.9,Urinary calculus unspecified,11,L43
N20.9,Urinary calculus unspecified,11,L64
N21.0,Calculus in bladder,11,L43
N21.0,Calculus in bladder,11,L64
N21.1,Calculus in urethra,11,L43
N21.1,Calculus in urethra,11,L64
N21.8,Other lower urinary tract calculus,11,L43
N21.8,Other lower urinary tract calculus,11,L64
N21.9,Calculus of lower urinary tract unsp,11,L43
N21.9,Calculus of lower urinary tract unsp,11,L64
N23,Unspecified renal colic,11,L43
N23,Unspecified renal colic,11,L64
N25.0,Renal osteodystrophy,11,L67
N25.1,Nephrogenic diabetes insipidus,11,L67
N25.8,Oth disrd dt impaired renal tubular fn,11,L67
N25.9,Disorder dt impair renal tubular fn unsp,11,L67
N26,Unspecified contracted kidney,11,L67
N27.0,Small kidney unilateral,11,L67
N27.1,Small kidney bilateral,11,L67
N27.9,Small kidney unspecified,11,L67
N28.0,Ischaemia and infarction of kidney,11,L67
N28.1,Cyst of kidney,11,L67
N28.8,Oth spec disorders of kidney & ureter,11,L67
N28.9,Disorder of kidney and ureter unsp,11,L67
N29.0,Late syphilis of kidney (A52.7+),11,L63
N29.1,Oth disrd kidny ureter infect dis cl/e,11,L67
N29.8,Oth disrd kidney ureter in oth dis cl/e,11,L67
N30.0,Acute cystitis,11,~L44
N30.0,Acute cystitis,11,L63
N30.1,Interstitial cystitis (chronic),11,~L44
N30.1,Interstitial cystitis (chronic),11,L63
N30.2,Other chronic cystitis,11,~L44
N30.2,Other chronic cystitis,11,L63
N30.3,Trigonitis,11,~L44
N30.3,Trigonitis,11,L63
N30.4,Irradiation cystitis,11,~L44
N30.4,Irradiation cystitis,11,L67
N30.8,Other cystitis,11,~L44
N30.8,Other cystitis,11,L63
N30.9,Cystitis unspecified,11,~L44
N30.9,Cystitis unspecified,11,L63
N31.0,Uninhibited neuropathic bladder NEC,11,L67
N31.1,Reflex neuropathic bladder NEC,11,L67
N31.2,Flaccid neuropathic bladder NEC,11,L67
N31.8,Oth neuromuscular dysfunction of bladder,11,L67
N31.9,Neuromuscular dysf of bladder unsp,11,L67
N32.0,Bladder neck obstruction,11,L67
N32.1,Vesicointestinal fistula,11,~L44
N32.1,Vesicointestinal fistula,11,L67
N32.2,Vesical fistula NEC,11,L67
N32.3,Diverticulum of bladder,11,L67
N32.4,Rupture of bladder nontraumatic,11,L67
N32.8,Other specified disorders of bladder,11,L67
N32.9,Bladder disorder unspecified,11,L67
N33.0,Tuberculous cystitis (A18.1+),11,L63
N33.8,Bladder disorders in other diseases cl/e,11,L63
N34.0,Urethral abscess,11,L63
N34.1,Nonspecific urethritis,11,L63
N34.2,Other urethritis,11,L63
N34.3,Urethral syndrome unspecified,11,L63
N35.0,Post traumatic urethral stricture,11,L66
N35.1,Postinfective urethral stricture NEC,11,L66
N35.8,Other urethral stricture,11,L66
N35.9,Urethral stricture unspecified,11,L66
N36.0,Urethral fistula,11,L67
N36.1,Urethral diverticulum,11,L67
N36.2,Urethral caruncle,11,L67
N36.3,Prolapsed urethral mucosa,11,L67
N36.8,Other specified disorders of urethra,11,L67
N36.9,Urethral disorder unspecified,11,L67
N37.0,Urethritis in diseases cl/e,11,L63
N37.8,Oth urethral disorders in diseases cl/e,11,L66
N39.0,Urinary tract infection site not spec,11,~L44
N39.0,Urinary tract infection site not spec,11,L63
N39.1,Persistent proteinuria unspecified,11,~L44
N39.1,Persistent proteinuria unspecified,11,L67
N39.2,Orthostatic proteinuria unspecified,11,~L44
N39.2,Orthostatic proteinuria unspecified,11,L67
N39.30,"Stress incontinence, unspecified",11,~L44
N39.30,"Stress incontinence, unspecified",11,L65
N39.31,Stress incont ass femle pelv org prolps,13,N62
N39.4,Other specified urinary incontinence,11,~L44
N39.4,Other specified urinary incontinence,11,L65
N39.81,Loin pain/haematuria syndrome,11,L67
N39.88,Oth spec disorders of urinary system,11,L67
N39.9,Disorder of urinary system unspecified,11,L67
N40,Hyperplasia of prostate,12,M61
N41.0,Acute prostatitis,12,M62
N41.1,Chronic prostatitis,12,M62
N41.2,Abscess of prostate,12,M62
N41.3,Prostatocystitis,12,M62
N41.8,Other inflammatory diseases of prostate,12,M62
N41.9,Inflammatory disease of prostate unsp,12,M62
N42.0,Calculus of prostate,12,M64
N42.1,Congestion and haemorrhage of prostate,12,M64
N42.2,Atrophy of prostate,12,M64
N42.3,Dysplasia of prostate,12,M64
N42.8,Other specified disorders of prostate,12,M64
N42.9,Disorder of prostate unspecified,12,M64
N43.0,Encysted hydrocele,12,M64
N43.1,Infected hydrocele,12,M62
N43.2,Other hydrocele,12,M64
N43.3,Hydrocele unspecified,12,M64
N43.4,Spermatocele,12,M64
N44,Torsion of testis,12,M64
N45.0,Orchitis epididymitis w abscess,12,M62
N45.9,Orchitis epididymitis wo abscess,12,M62
N46,Male infertility,12,M64
N47,Redundant prepuce phimosis paraphimosis,12,M62
N48.0,Leukoplakia of penis,12,M64
N48.1,Balanoposthitis,12,M62
N48.2,Other inflammatory disorders of penis,12,M62
N48.3,Priapism,12,M64
N48.4,Impotence of organic origin,12,M64
N48.5,Ulcer of penis,12,M64
N48.6,Induratio penis plastica,12,M62
N48.8,Other specified disorders of penis,12,M64
N48.9,Disorder of penis unspecified,12,M64
N49.0,Inflammatory disorders seminal vesicle,12,M62
N49.1,Inf disrd sperm cd tunica vaginalis vas,12,M62
N49.2,Inflammatory disorders of scrotum,12,M62
N49.8,Inf disrd of oth spec male genital org,12,M62
N49.9,Inf disrd of unsp male genital organ,12,M62
N50.0,Atrophy of testis,12,M64
N50.1,Vascular disrd of male genital organs,12,M64
N50.8,Oth spec disrd of male genital organs,12,M64
N50.9,Disorder of male genital organs unsp,12,M64
N51.0,Disorders of prostate in diseases cl/e,12,M62
N51.1,Disrd of testis & epididymis in dis cl/e,12,M62
N51.2,Balanitis in diseases cl/e,12,M62
N51.8,Oth disrd male genital org in dis cl/e,12,M64
N60.0,Solitary cyst of breast,09,J06
N60.0,Solitary cyst of breast,09,J07
N60.0,Solitary cyst of breast,09,J63
N60.1,Diffuse cystic mastopathy,09,J06
N60.1,Diffuse cystic mastopathy,09,J07
N60.1,Diffuse cystic mastopathy,09,J63
N60.2,Fibroadenosis of breast,09,J06
N60.2,Fibroadenosis of breast,09,J07
N60.2,Fibroadenosis of breast,09,J63
N60.3,Fibrosclerosis of breast,09,J06
N60.3,Fibrosclerosis of breast,09,J07
N60.3,Fibrosclerosis of breast,09,J63
N60.4,Mammary duct ectasia,09,J06
N60.4,Mammary duct ectasia,09,J07
N60.4,Mammary duct ectasia,09,J63
N60.8,Other benign mammary dysplasias,09,J06
N60.8,Other benign mammary dysplasias,09,J07
N60.8,Other benign mammary dysplasias,09,J63
N60.9,Benign mammary dysplasia unspecified,09,J06
N60.9,Benign mammary dysplasia unspecified,09,J07
N60.9,Benign mammary dysplasia unspecified,09,J63
N61,Inflammatory disorders of breast,09,J06
N61,Inflammatory disorders of breast,09,J07
N61,Inflammatory disorders of breast,09,J63
N62,Hypertrophy of breast,09,J06
N62,Hypertrophy of breast,09,J07
N62,Hypertrophy of breast,09,J63
N63,Unspecified lump in breast,09,J06
N63,Unspecified lump in breast,09,J07
N63,Unspecified lump in breast,09,J63
N64.0,Fissure and fistula of nipple,09,J06
N64.0,Fissure and fistula of nipple,09,J07
N64.0,Fissure and fistula of nipple,09,J63
N64.1,Fat necrosis of breast,09,J06
N64.1,Fat necrosis of breast,09,J07
N64.1,Fat necrosis of breast,09,J63
N64.2,Atrophy of breast,09,J06
N64.2,Atrophy of breast,09,J07
N64.2,Atrophy of breast,09,J63
N64.3,Galactorrhoea not ass w childbirth,09,J06
N64.3,Galactorrhoea not ass w childbirth,09,J07
N64.3,Galactorrhoea not ass w childbirth,09,J63
N64.4,Mastodynia,09,J06
N64.4,Mastodynia,09,J07
N64.4,Mastodynia,09,J63
N64.5,Other signs and symptoms in breast,09,J06
N64.5,Other signs and symptoms in breast,09,J07
N64.5,Other signs and symptoms in breast,09,J63
N64.8,Other specified disorders of breast,09,J06
N64.8,Other specified disorders of breast,09,J07
N64.8,Other specified disorders of breast,09,J63
N64.9,Disorder of breast unspecified,09,J06
N64.9,Disorder of breast unspecified,09,J07
N64.9,Disorder of breast unspecified,09,J63
N70.0,Acute salpingitis and oophoritis,13,N61
N70.1,Chronic salpingitis and oophoritis,13,N61
N70.9,Salpingitis and oophoritis unspecified,13,N61
N71.0,Acute inflammatory disease of uterus,13,N61
N71.1,Chronic inflammatory disease of uterus,13,N61
N71.9,Inflammatory disease of uterus unsp,13,N61
N72,Inflammatory disease of cervix uteri,13,N61
N73.0,Acute parametritis and pelvic cellulitis,13,N61
N73.1,Chronic parametritis & pelvic cellulitis,13,N61
N73.2,Unsp parametritis and pelvic cellulitis,13,N61
N73.3,Female acute pelvic peritonitis,13,N61
N73.4,Female chronic pelvic peritonitis,13,N61
N73.5,Female pelvic peritonitis unspecified,13,N61
N73.6,Female pelvic peritoneal adhesions,13,N62
N73.8,Oth spec female pelvic inflammatory dis,13,N61
N73.9,Female pelvic inflammatory disease unsp,13,N61
N74.0,Tuberculous infection cervix uteri,13,N61
N74.1,Female tuberculous pelvic inf dis,13,N61
N74.2,Female syphilitic pelvic inf dis,13,N61
N74.3,Female gonococcal pelvic inf dis,13,N61
N74.4,Female chlamydial pelvic inf dis,13,N61
N74.8,Female pelvic inf disrd in oth dis cl/e,13,N61
N75.0,Cyst of Bartholin's gland,13,N62
N75.1,Abscess of Bartholin's gland,13,N61
N75.8,Other diseases of Bartholin's gland,13,N61
N75.9,Disease of Bartholin's gland unsp,13,N61
N76.0,Acute vaginitis,13,N61
N76.1,Subacute and chronic vaginitis,13,N61
N76.2,Acute vulvitis,13,N61
N76.3,Subacute and chronic vulvitis,13,N61
N76.4,Abscess of vulva,13,N61
N76.5,Ulceration of vagina,13,N61
N76.6,Ulceration of vulva,13,N62
N76.8,Oth spec inflammation of vagina & vulva,13,N61
N77.0,Ulceration vulva infect parasit dis cl/e,13,N61
N77.1,Vaginits vulvits infect parasit dis cl/e,13,N61
N77.8,Vulvovaginal ulceratn inflam in dis cl/e,13,N61
N80.0,Endometriosis of uterus,13,N62
N80.1,Endometriosis of ovary,13,N62
N80.2,Endometriosis of fallopian tube,13,N62
N80.3,Endometriosis of pelvic peritoneum,13,N62
N80.4,Endometriosis rectovaginal septum vagina,13,N62
N80.5,Endometriosis of intestine,06,G70
N80.6,Endometriosis in cutaneous scar,09,J67
N80.8,Other endometriosis,13,N62
N80.9,Endometriosis unspecified,13,N62
N81.0,Female urethrocele,13,N62
N81.1,Cystocele,13,N62
N81.2,Incomplete uterovaginal prolapse,13,N62
N81.3,Complete uterovaginal prolapse,13,N62
N81.4,Uterovaginal prolapse unspecified,13,N62
N81.5,Vaginal enterocele,13,N62
N81.6,Rectocele,13,N62
N81.8,Other female genital prolapse,13,N62
N81.9,Female genital prolapse unspecified,13,N62
N82.0,Vesicovaginal fistula,13,N62
N82.1,Oth femle urinary-genital tract fist,13,N62
N82.2,Fistula of vagina to small intestine,06,G70
N82.3,Fistula of vagina to large intestine,06,G70
N82.4,Oth femle intest-genital tract fistulae,06,G70
N82.5,Female genital tract-skin fistulae,13,N62
N82.8,Other female genital tract fistulae,13,N62
N82.9,Female genital tract fistula unsp,13,N62
N83.0,Follicular cyst of ovary,13,N62
N83.1,Corpus luteum cyst,13,N62
N83.2,Other and unspecified ovarian cysts,13,N62
N83.3,Acquired atrophy ovary & fallopian tube,13,N62
N83.4,Prolapse & hernia ovary & fallopian tube,13,N62
N83.5,Torsion ovary ovarian pedicle fall tube,13,N62
N83.6,Haematosalpinx,13,N62
N83.7,Haematoma of broad ligament,13,N62
N83.8,Oth noninf disrd ovry fall tbe brd ligmt,13,N62
N83.9,Noninf ovry fall tbe brd ligmt unsp,13,N62
N84.0,Polyp of corpus uteri,13,N62
N84.1,Polyp of cervix uteri,13,N62
N84.2,Polyp of vagina,13,N62
N84.3,Polyp of vulva,13,N62
N84.8,Polyp oth parts female genital tract,13,N62
N84.9,Polyp of female genital tract unsp,13,N62
N85.0,Endometrial glandular hyperplasia,13,N62
N85.1,Endometrial adenomatous hyperplasia,13,N62
N85.2,Hypertrophy of uterus,13,N62
N85.3,Subinvolution of uterus,13,N62
N85.4,Malposition of uterus,13,N62
N85.5,Inversion of uterus,13,N62
N85.6,Intrauterine synechiae,13,N62
N85.7,Haematometra,13,N62
N85.8,Oth spec noninflammatory disrd of uterus,13,N62
N85.9,Noninflammatory disorder of uterus unsp,13,N62
N86,Erosion and ectropion of cervix uteri,13,N62
N87.0,Mild cervical dysplasia,13,N62
N87.1,Moderate cervical dysplasia,13,N62
N87.2,Severe cervical dysplasia NEC,13,N62
N87.9,Dysplasia of cervix uteri unspecified,13,N62
N88.0,Leukoplakia of cervix uteri,13,N62
N88.1,Old laceration of cervix uteri,13,N62
N88.2,Stricture and stenosis of cervix uteri,13,N62
N88.3,Incompetence of cervix uteri,13,N62
N88.4,Hypertrophic elongation of cervix uteri,13,N62
N88.8,Oth spec noninf disrd of cervix uteri,13,N62
N88.9,Noninf disrd of cervix uteri unsp,13,N62
N89.0,Mild vaginal dysplasia,13,N62
N89.1,Moderate vaginal dysplasia,13,N62
N89.2,Severe vaginal dysplasia NEC,13,N62
N89.3,Dysplasia of vagina unspecified,13,N62
N89.4,Leukoplakia of vagina,13,N62
N89.5,Stricture and atresia of vagina,13,N62
N89.6,Tight hymenal ring,13,N62
N89.7,Haematocolpos,13,N62
N89.8,Oth spec noninflammatory disrd of vagina,13,N62
N89.9,Noninflammatory disorder of vagina unsp,13,N62
N90.3,Dysplasia of vulva unspecified,13,N62
N90.4,Leukoplakia of vulva,13,N62
N90.5,Atrophy of vulva,13,N62
N90.6,Hypertrophy of vulva,13,N62
N90.7,Vulvar cyst,13,N62
N90.8,Oth spec noninf disrd vulva & perineum,13,N62
N90.9,Noninf disrd of vulva & perineum unsp,13,N62
N91.0,Primary amenorrhoea,13,N62
N91.1,Secondary amenorrhoea,13,N62
N91.2,Amenorrhoea unspecified,13,N62
N91.3,Primary oligomenorrhoea,13,N62
N91.4,Secondary oligomenorrhoea,13,N62
N91.5,Oligomenorrhoea unspecified,13,N62
N92.0,Excess freq menstruation w regular cycle,13,N62
N92.1,Excess freq menstruation w irreg cycle,13,N62
N92.2,Excessive menstruation at puberty,13,N62
N92.3,Ovulation bleeding,13,N62
N92.4,Excessive bleeding premenopausal period,13,N62
N92.5,Other specified irregular menstruation,13,N62
N92.6,Irregular menstruation unspecified,13,N62
N93.0,Postcoital and contact bleeding,13,N62
N93.8,Oth spec abn uterine vaginal bleeding,13,N62
N93.9,Abnormal uterine & vaginal bleeding unsp,13,N62
N94.0,Mittelschmerz,13,N62
N94.1,Dyspareunia,13,N62
N94.2,Vaginismus,13,N62
N94.3,Premenstrual tension syndrome,13,N62
N94.4,Primary dysmenorrhoea,13,N62
N94.5,Secondary dysmenorrhoea,13,N62
N94.6,Dysmenorrhoea unspecified,13,N62
N94.8,Oth spec cond ass w femle gen org menst,13,N62
N94.9,Unsp cond ass w femle gen org menst,13,N62
N95.0,Postmenopausal bleeding,13,N62
N95.1,Menopausal and female climacteric states,13,N62
N95.2,Postmenopausal atrophic vaginitis,13,N62
N95.3,States associated w artificial menopause,13,N62
N95.8,Oth spec menopausal perimenopausal disrd,13,N62
N95.9,Menopausal & perimenopausal disrd unsp,13,N62
N96,Habitual aborter,13,N62
N97.0,Female infertility ass w anovulation,13,N62
N97.1,Female infertility of tubal origin,13,N62
N97.2,Female infertility of uterine origin,13,N62
N97.3,Female infertility of cervical origin,13,N62
N97.4,Female infertility ass w male factors,13,N62
N97.8,Female infertility of other origin,13,N62
N97.9,Female infertility unspecified,13,N62
N98.0,Infectn ass w artificial insemination,21B,X63
N98.1,Hyperstimulation of ovaries,21B,X63
N98.2,Comp attempt intro fertil ovum foll IVF,21B,X63
N98.3,Comp attempt intro embryo in trsf,21B,X63
N98.8,Oth comp ass w artf fertilisation,21B,X63
N98.9,Comp ass w artf fertilisation unsp,21B,X63
N99.1,Postprocedural urethral stricture,11,L66
N99.2,Postprocedural adhesions of vagina,13,N62
N99.3,Prolapse vag vault after hysterectomy,13,N62
N99.4,Postproc pelvic peritoneal adhesions,21B,X63
N99.51,Haemorrhage stoma of urinary tract,11,L67
N99.52,Infection stoma of urinary tract,11,L67
N99.53,Leak fr stoma of urinary tract,11,L67
N99.59,Malfunction stoma of urinary tract NEC,11,L67
N99.61,Accid punct lacr kidney during proc,21B,X63
N99.62,Accid punct lacr ureter dur proc,21B,X63
N99.63,Accid punct lacr bladder dur proc,21B,X63
N99.64,Accid punct lacr urethra during proc,21B,X63
N99.65,Accid punct lacr prostate dur proc,21B,X63
N99.66,Accid punct lacr uterus dur proc,21B,X63
N99.67,Accid punct lacr ovry fall tube dur proc,21B,X63
N99.68,Accid punct lacr testis during procedure,21B,X63
N99.69,Accid punct lacr GU org dur proc NEC,21B,X63
N99.81,Haemorrhage fr anastomosis of GU tract,11,~L44
N99.81,Haemorrhage fr anastomosis of GU tract,11,L67
N99.82,Stenosis anastomosis of GU tract,11,~L44
N99.82,Stenosis anastomosis of GU tract,11,L67
N99.83,Leak fr anastomosis GU tract,11,~L44
N99.83,Leak fr anastomosis GU tract,11,L67
N99.84,Residual ovary syndrome,11,~L44
N99.84,Residual ovary syndrome,11,L67
N99.89,Oth intra/postop disrd GU system,11,~L44
N99.89,Oth intra/postop disrd GU system,11,L67
N99.9,Intra/postop disrd GU system unsp,11,~L44
N99.9,Intra/postop disrd GU system unsp,11,L67
O00.0,Abdominal pregnancy,14,O03
O00.0,Abdominal pregnancy,14,O66
O00.1,Tubal pregnancy,14,O03
O00.1,Tubal pregnancy,14,O66
O00.2,Ovarian pregnancy,14,O03
