code,description,mdc,adrg
42521-01,Ins implant to anophthalmic socket,02,C02
42521-01,Ins implant to anophthalmic socket,21A,W04
42521-01,Ins implant to anophthalmic socket,21B,X06
42521-01,Ins implant to anophthalmic socket,22,Y01
42521-01,Ins implant to anophthalmic socket,22,Y03
42527-00,Revision of anophthalmic socket or orbit,02,C01
42527-00,Revision of anophthalmic socket or orbit,02,C02
42527-00,Revision of anophthalmic socket or orbit,03,D12
42527-00,Revision of anophthalmic socket or orbit,08,I12
42527-00,Revision of anophthalmic socket or orbit,08,I17
42527-00,Revision of anophthalmic socket or orbit,21A,W04
42527-00,Revision of anophthalmic socket or orbit,21B,X06
42527-00,Revision of anophthalmic socket or orbit,22,Y01
42527-00,Revision of anophthalmic socket or orbit,22,Y03
42530-00,Expl orbitotomy req R/O & replace bone,02,C01
42530-00,Expl orbitotomy req R/O & replace bone,02,C02
42530-00,Expl orbitotomy req R/O & replace bone,21A,W04
42530-00,Expl orbitotomy req R/O & replace bone,21B,X06
42533-00,Exploratory orbitotomy,01,B06
42533-00,Exploratory orbitotomy,01,B07
42533-00,Exploratory orbitotomy,02,C01
42533-00,Exploratory orbitotomy,02,C02
42533-00,Exploratory orbitotomy,08,I12
42533-00,Exploratory orbitotomy,08,I17
42533-00,Exploratory orbitotomy,21A,W04
42533-00,Exploratory orbitotomy,21B,X06
42533-01,Exploratory orbitotomy with biopsy,02,C01
42533-01,Exploratory orbitotomy with biopsy,02,C02
42533-01,Exploratory orbitotomy with biopsy,08,I12
42533-01,Exploratory orbitotomy with biopsy,08,I17
42533-01,Exploratory orbitotomy with biopsy,21A,W04
42533-01,Exploratory orbitotomy with biopsy,21B,X06
42536-00,Exenteration of orbit,02,C01
42536-00,Exenteration of orbit,02,C02
42536-00,Exenteration of orbit,03,D04
42536-00,Exenteration of orbit,08,I12
42536-00,Exenteration of orbit,08,I17
42536-00,Exenteration of orbit,21A,W04
42536-00,Exenteration of orbit,21B,X06
42536-00,Exenteration of orbit,22,Y01
42536-00,Exenteration of orbit,22,Y03
42536-04,Exent orbit w R/O adjacent structures,02,C01
42536-04,Exent orbit w R/O adjacent structures,02,C02
42536-04,Exent orbit w R/O adjacent structures,03,D02
42536-04,Exent orbit w R/O adjacent structures,08,I12
42536-04,Exent orbit w R/O adjacent structures,08,I17
42536-04,Exent orbit w R/O adjacent structures,21A,W04
42536-04,Exent orbit w R/O adjacent structures,21B,X06
42536-04,Exent orbit w R/O adjacent structures,22,Y01
42536-04,Exent orbit w R/O adjacent structures,22,Y03
42539-00,Orbitomy w exc lesion R/O & replace bone,02,C01
42539-00,Orbitomy w exc lesion R/O & replace bone,02,C02
42539-00,Orbitomy w exc lesion R/O & replace bone,21A,W04
42539-00,Orbitomy w exc lesion R/O & replace bone,21B,X06
42539-00,Orbitomy w exc lesion R/O & replace bone,22,Y01
42539-00,Orbitomy w exc lesion R/O & replace bone,22,Y03
42542-00,Expl orbitomy w exc lsn,02,C01
42542-00,Expl orbitomy w exc lsn,02,C02
42542-00,Expl orbitomy w exc lsn,21A,W04
42542-00,Expl orbitomy w exc lsn,21B,X06
42542-00,Expl orbitomy w exc lsn,22,Y01
42542-00,Expl orbitomy w exc lsn,22,Y03
42542-01,Expl orbitomy w R/O FB,02,C01
42542-01,Expl orbitomy w R/O FB,02,C02
42542-01,Expl orbitomy w R/O FB,21A,W04
42542-01,Expl orbitomy w R/O FB,21B,X06
42545-00,Decomp orbitomy fenest 2 or more walls,02,C01
42545-00,Decomp orbitomy fenest 2 or more walls,02,C02
42545-00,Decomp orbitomy fenest 2 or more walls,10,K09
42545-00,Decomp orbitomy fenest 2 or more walls,21A,W04
42545-00,Decomp orbitomy fenest 2 or more walls,21B,X06
42545-01,Decomp orbitomy by R/O intraorbital fat,02,C01
42545-01,Decomp orbitomy by R/O intraorbital fat,02,C02
42545-01,Decomp orbitomy by R/O intraorbital fat,21A,W04
42545-01,Decomp orbitomy by R/O intraorbital fat,21B,X06
42548-00,Incision of optic nerve meninges,01,B02
42548-00,Incision of optic nerve meninges,17,R01
42548-00,Incision of optic nerve meninges,17,R02
42548-00,Incision of optic nerve meninges,21A,W01
42548-00,Incision of optic nerve meninges,21B,X06
42551-00,Rep perf eyeball wound w sut cornea lacr,02,C01
42551-00,Rep perf eyeball wound w sut cornea lacr,02,C12
42551-00,Rep perf eyeball wound w sut cornea lacr,21A,W04
42551-00,Rep perf eyeball wound w sut cornea lacr,21B,X06
42551-01,Rep perf eyeball wound w sut sclera lacr,02,C01
42551-01,Rep perf eyeball wound w sut sclera lacr,02,C12
42551-01,Rep perf eyeball wound w sut sclera lacr,21A,W04
42551-01,Rep perf eyeball wound w sut sclera lacr,21B,X06
42551-02,Rep perf eyebal wnd sut cornea & sclera,02,C01
42551-02,Rep perf eyebal wnd sut cornea & sclera,02,C12
42551-02,Rep perf eyebal wnd sut cornea & sclera,21A,W04
42551-02,Rep perf eyebal wnd sut cornea & sclera,21B,X06
42554-00,Rep perf eyeball wound inv uveal tissue,02,C01
42554-00,Rep perf eyeball wound inv uveal tissue,02,C04
42554-00,Rep perf eyeball wound inv uveal tissue,21A,W04
42554-00,Rep perf eyeball wound inv uveal tissue,21B,X06
42554-00,Rep perf eyeball wound inv uveal tissue,22,Y01
42554-00,Rep perf eyeball wound inv uveal tissue,22,Y03
42557-00,Rep perf eyeball wound inv lens/vitreous,02,C01
42557-00,Rep perf eyeball wound inv lens/vitreous,02,C04
42557-00,Rep perf eyeball wound inv lens/vitreous,21A,W04
42557-00,Rep perf eyeball wound inv lens/vitreous,21B,X06
42557-00,Rep perf eyeball wound inv lens/vitreous,22,Y01
42557-00,Rep perf eyeball wound inv lens/vitreous,22,Y03
42563-00,R/O intraocul FB ant segment,02,C01
42563-00,R/O intraocul FB ant segment,02,C16
42563-00,R/O intraocul FB ant segment,21A,W04
42563-00,R/O intraocul FB ant segment,21B,X06
42569-00,R/O intraocular FB posterior segment,02,C01
42569-00,R/O intraocular FB posterior segment,02,C03
42569-00,R/O intraocular FB posterior segment,21A,W04
42569-00,R/O intraocular FB posterior segment,21B,X06
42572-00,Drainage of orbital abscess or cyst,02,C01
42572-00,Drainage of orbital abscess or cyst,02,C02
42572-00,Drainage of orbital abscess or cyst,08,I12
42572-00,Drainage of orbital abscess or cyst,08,I17
42572-00,Drainage of orbital abscess or cyst,21A,W04
42572-00,Drainage of orbital abscess or cyst,21B,X06
42573-00,Exc periorbit dermoid,02,C01
42573-00,Exc periorbit dermoid,02,C02
42573-00,Exc periorbit dermoid,21A,W04
42573-00,Exc periorbit dermoid,21B,X06
42573-00,Exc periorbit dermoid,22,Y01
42573-00,Exc periorbit dermoid,22,Y03
42574-00,Exc orbital dermoid,02,C01
42574-00,Exc orbital dermoid,02,C02
42574-00,Exc orbital dermoid,21A,W04
42574-00,Exc orbital dermoid,21B,X06
42574-00,Exc orbital dermoid,22,Y01
42574-00,Exc orbital dermoid,22,Y03
42575-00,Excision of cyst of tarsal plate,02,C01
42575-00,Excision of cyst of tarsal plate,02,C14
42575-00,Excision of cyst of tarsal plate,09,J11
42575-00,Excision of cyst of tarsal plate,10,K09
42575-00,Excision of cyst of tarsal plate,21A,W04
42575-00,Excision of cyst of tarsal plate,21B,X06
42575-00,Excision of cyst of tarsal plate,22,Y01
42575-00,Excision of cyst of tarsal plate,22,Y03
42581-00,Cauterisation of ectropion,02,C01
42581-00,Cauterisation of ectropion,02,C14
42581-00,Cauterisation of ectropion,21A,W04
42581-00,Cauterisation of ectropion,21B,X06
42581-00,Cauterisation of ectropion,22,Y01
42581-00,Cauterisation of ectropion,22,Y03
42581-01,Cauterisation of entropion,02,C01
42581-01,Cauterisation of entropion,02,C14
42581-01,Cauterisation of entropion,21A,W04
42581-01,Cauterisation of entropion,21B,X06
42581-01,Cauterisation of entropion,22,Y01
42581-01,Cauterisation of entropion,22,Y03
42584-00,Tarsorrhaphy,01,B06
42584-00,Tarsorrhaphy,01,B07
42584-00,Tarsorrhaphy,02,C01
42584-00,Tarsorrhaphy,02,C12
42584-00,Tarsorrhaphy,09,J10
42584-00,Tarsorrhaphy,21A,W04
42584-00,Tarsorrhaphy,21B,X06
42588-00,Correction of trichiasis,02,C01
42588-00,Correction of trichiasis,02,C14
42588-00,Correction of trichiasis,21A,W04
42588-00,Correction of trichiasis,21B,X06
42590-00,Lateral canthoplasty,01,B06
42590-00,Lateral canthoplasty,01,B07
42590-00,Lateral canthoplasty,02,C01
42590-00,Lateral canthoplasty,02,C11
42590-00,Lateral canthoplasty,09,J10
42590-00,Lateral canthoplasty,21A,W04
42590-00,Lateral canthoplasty,21B,X06
42590-00,Lateral canthoplasty,22,Y01
42590-00,Lateral canthoplasty,22,Y03
42590-01,Medial canthoplasty,01,B06
42590-01,Medial canthoplasty,01,B07
42590-01,Medial canthoplasty,02,C01
42590-01,Medial canthoplasty,02,C11
42590-01,Medial canthoplasty,09,J10
42590-01,Medial canthoplasty,21A,W04
42590-01,Medial canthoplasty,21B,X06
42590-01,Medial canthoplasty,22,Y01
42590-01,Medial canthoplasty,22,Y03
42593-00,Excision of lacrimal gland,02,C01
42593-00,Excision of lacrimal gland,02,C13
42593-00,Excision of lacrimal gland,21A,W04
42593-00,Excision of lacrimal gland,21B,X06
42596-01,Excision of lacrimal sac,02,C01
42596-01,Excision of lacrimal sac,02,C13
42596-01,Excision of lacrimal sac,03,D12
42596-01,Excision of lacrimal sac,21A,W04
42596-01,Excision of lacrimal sac,21B,X06
42596-03,Other incision of lacrimal passages,02,C01
42596-03,Other incision of lacrimal passages,02,C13
42599-00,Clsd proc est patency lacm canalr,02,C01
42599-00,Clsd proc est patency lacm canalr,02,C05
42599-00,Clsd proc est patency lacm canalr,21A,W04
42599-00,Clsd proc est patency lacm canalr,21B,X06
42602-00,Opn proc est patency lacm canalr,02,C01
42602-00,Opn proc est patency lacm canalr,02,C13
42605-00,Repair of lacrimal canaliculus,02,C01
42605-00,Repair of lacrimal canaliculus,02,C13
42605-00,Repair of lacrimal canaliculus,09,J11
42605-00,Repair of lacrimal canaliculus,21A,W04
42605-00,Repair of lacrimal canaliculus,21B,X06
42605-01,Excision of lacrimal passages,02,C01
42605-01,Excision of lacrimal passages,02,C13
42605-01,Excision of lacrimal passages,03,D12
42605-01,Excision of lacrimal passages,21A,W04
42605-01,Excision of lacrimal passages,21B,X06
42608-00,Ins oth nasolacrm tube lacm/conjnct sac,02,C01
42608-00,Ins oth nasolacrm tube lacm/conjnct sac,02,C05
42608-00,Ins oth nasolacrm tube lacm/conjnct sac,03,D12
42608-00,Ins oth nasolacrm tube lacm/conjnct sac,21A,W04
42608-00,Ins oth nasolacrm tube lacm/conjnct sac,21B,X06
42608-01,Ins glas nasolacrm tube lacm/conjnct sac,02,C01
42608-01,Ins glas nasolacrm tube lacm/conjnct sac,02,C05
42608-01,Ins glas nasolacrm tube lacm/conjnct sac,21A,W04
42608-01,Ins glas nasolacrm tube lacm/conjnct sac,21B,X06
42614-00,Replace nasolacrimal tube,02,C01
42614-00,Replace nasolacrimal tube,02,C05
42614-00,Replace nasolacrimal tube,03,D12
42614-00,Replace nasolacrimal tube,21A,W04
42614-00,Replace nasolacrimal tube,21B,X06
42614-01,"Probing lacrimal passages, unilateral",02,C01
42614-01,"Probing lacrimal passages, unilateral",02,C13
42614-01,"Probing lacrimal passages, unilateral",03,D12
42614-02,Removal nasolacrimal tube,02,C01
42614-02,Removal nasolacrimal tube,02,C13
42614-02,Removal nasolacrimal tube,03,D12
42614-02,Removal nasolacrimal tube,21A,W04
42614-02,Removal nasolacrimal tube,21B,X06
42615-01,"Probing of lacrimal passages, bilateral",02,C01
42615-01,"Probing of lacrimal passages, bilateral",02,C13
42615-01,"Probing of lacrimal passages, bilateral",03,D12
42617-00,Incision of lacrimal punctum,02,C01
42617-00,Incision of lacrimal punctum,02,C13
42620-00,Occlusion of lacrimal punctum by plug,02,C01
42620-00,Occlusion of lacrimal punctum by plug,02,C13
42620-00,Occlusion of lacrimal punctum by plug,21A,W04
42620-00,Occlusion of lacrimal punctum by plug,21B,X06
42623-00,Dacryocystorhinostomy [DCR],02,C01
42623-00,Dacryocystorhinostomy [DCR],02,C05
42623-00,Dacryocystorhinostomy [DCR],03,D12
42623-00,Dacryocystorhinostomy [DCR],21A,W04
42623-00,Dacryocystorhinostomy [DCR],21B,X06
42626-00,Reop dacryocystorhinostomy second/subsqt,02,C01
42626-00,Reop dacryocystorhinostomy second/subsqt,02,C05
42626-00,Reop dacryocystorhinostomy second/subsqt,03,D12
42626-00,Reop dacryocystorhinostomy second/subsqt,21A,W04
42626-00,Reop dacryocystorhinostomy second/subsqt,21B,X06
42629-00,Conjunctivodacryocystorhinostomy [CDCR],02,C01
42629-00,Conjunctivodacryocystorhinostomy [CDCR],02,C05
42629-00,Conjunctivodacryocystorhinostomy [CDCR],21A,W04
42629-00,Conjunctivodacryocystorhinostomy [CDCR],21B,X06
42632-01,Incision of conjunctiva,02,C01
42632-01,Incision of conjunctiva,02,C14
42632-02,Repair of laceration of conjunctiva,02,C01
42632-02,Repair of laceration of conjunctiva,02,C14
42632-02,Repair of laceration of conjunctiva,21A,W04
42632-02,Repair of laceration of conjunctiva,21B,X06
42635-00,Repair of corneal perforation by sealing,02,C01
42635-00,Repair of corneal perforation by sealing,02,C12
42635-00,Repair of corneal perforation by sealing,21A,W04
42635-00,Repair of corneal perforation by sealing,21B,X06
42638-00,Conjunctival flap over cornea,02,C01
42638-00,Conjunctival flap over cornea,02,C12
42638-00,Conjunctival flap over cornea,21A,W04
42638-00,Conjunctival flap over cornea,21B,X06
42641-00,Mucous membrane graft to conjunctiva,02,C01
42641-00,Mucous membrane graft to conjunctiva,02,C12
42641-00,Mucous membrane graft to conjunctiva,21A,W04
42641-00,Mucous membrane graft to conjunctiva,21B,X06
42641-01,Autoconjunctival transplant,02,C01
42641-01,Autoconjunctival transplant,02,C12
42641-01,Autoconjunctival transplant,21A,W04
42641-01,Autoconjunctival transplant,21B,X06
42644-02,Removal of embedded FB from sclera,02,C01
42644-02,Removal of embedded FB from sclera,02,C12
42644-02,Removal of embedded FB from sclera,21A,W04
42644-02,Removal of embedded FB from sclera,21B,X06
42644-03,Removal embedded FB from conjunctiva,02,C01
42644-03,Removal embedded FB from conjunctiva,02,C12
42644-03,Removal embedded FB from conjunctiva,21A,W04
42644-03,Removal embedded FB from conjunctiva,21B,X06
42644-04,Removal embedded FB from cornea,02,C01
42644-04,Removal embedded FB from cornea,02,C12
42644-04,Removal embedded FB from cornea,21A,W04
42644-04,Removal embedded FB from cornea,21B,X06
42644-05,Incision of sclera,02,C01
42644-05,Incision of sclera,02,C12
42644-05,Incision of sclera,21A,W04
42644-05,Incision of sclera,21B,X06
42647-00,Partial keratectomy,02,C01
42647-00,Partial keratectomy,02,C12
42647-00,Partial keratectomy,21A,W04
42647-00,Partial keratectomy,21B,X06
42650-00,Epithelial debridement of cornea,02,C01
42650-00,Epithelial debridement of cornea,02,C14
42650-00,Epithelial debridement of cornea,21A,W04
42650-00,Epithelial debridement of cornea,21B,X06
42652-00,Corneal collagen cross linking [CXL],02,C01
42652-00,Corneal collagen cross linking [CXL],02,C12
42652-00,Corneal collagen cross linking [CXL],21A,W04
42652-00,Corneal collagen cross linking [CXL],21B,X06
42653-00,Full thickness transplantation of cornea,02,C01
42653-00,Full thickness transplantation of cornea,02,C04
42653-00,Full thickness transplantation of cornea,21A,W04
42653-00,Full thickness transplantation of cornea,21B,X06
42656-00,Reop keratoplasty third/subsequent proc,02,C01
42656-00,Reop keratoplasty third/subsequent proc,02,C04
42656-00,Reop keratoplasty third/subsequent proc,21A,W04
42656-00,Reop keratoplasty third/subsequent proc,21B,X06
42656-01,"Reoperation keratoplasty, second proc",02,C01
42656-01,"Reoperation keratoplasty, second proc",02,C04
42656-01,"Reoperation keratoplasty, second proc",21A,W04
42656-01,"Reoperation keratoplasty, second proc",21B,X06
42659-00,Superficial transplantation of cornea,02,C01
42659-00,Superficial transplantation of cornea,02,C04
42659-00,Superficial transplantation of cornea,21A,W04
42659-00,Superficial transplantation of cornea,21B,X06
42662-00,Full thickness transplantation of sclera,02,C01
42662-00,Full thickness transplantation of sclera,02,C12
42662-00,Full thickness transplantation of sclera,21A,W04
42662-00,Full thickness transplantation of sclera,21B,X06
42665-00,Superficial transplantation of sclera,02,C01
42665-00,Superficial transplantation of sclera,02,C12
42665-00,Superficial transplantation of sclera,21A,W04
42665-00,Superficial transplantation of sclera,21B,X06
42672-00,Incision of cornea,02,C01
42672-00,Incision of cornea,02,C14
42672-00,Incision of cornea,21A,W04
42672-00,Incision of cornea,21B,X06
42676-00,Biopsy of conjunctiva,02,C01
42676-00,Biopsy of conjunctiva,02,C14
42683-00,Excision lesion or tissue of conjunctiva,02,C01
42683-00,Excision lesion or tissue of conjunctiva,02,C14
42683-00,Excision lesion or tissue of conjunctiva,21A,W04
42683-00,Excision lesion or tissue of conjunctiva,21B,X06
42686-00,Excision of pterygium,02,C01
42686-00,Excision of pterygium,02,C12
42689-00,Excision of pinguecula,02,C01
42689-00,Excision of pinguecula,02,C12
42689-00,Excision of pinguecula,21A,W04
42689-00,Excision of pinguecula,21B,X06
42692-00,Excision of lesion of limbus,02,C01
42692-00,Excision of lesion of limbus,02,C12
42692-00,Excision of lesion of limbus,21A,W04
42692-00,Excision of lesion of limbus,21B,X06
42692-01,Biopsy of cornea,02,C01
42692-01,Biopsy of cornea,02,C14
42692-01,Biopsy of cornea,21A,W04
42692-01,Biopsy of cornea,21B,X06
42695-00,Exc lsn limbus w keratectomy/sclerectomy,02,C01
42695-00,Exc lsn limbus w keratectomy/sclerectomy,02,C12
42695-00,Exc lsn limbus w keratectomy/sclerectomy,21A,W04
42695-00,Exc lsn limbus w keratectomy/sclerectomy,21B,X06
42698-05,Other extraction of crystalline lens,02,C01
42698-05,Other extraction of crystalline lens,02,C16
42698-05,Other extraction of crystalline lens,10,K09
42698-06,Intracapsular extr of crystalline lens,02,C01
42698-06,Intracapsular extr of crystalline lens,02,C16
42698-06,Intracapsular extr of crystalline lens,10,K09
42698-07,Phacoem of crystalline lens,02,C01
42698-07,Phacoem of crystalline lens,02,C16
42698-07,Phacoem of crystalline lens,21A,W04
42698-07,Phacoem of crystalline lens,21B,X06
42698-08,Oth extrcpslr extr crystalline lens,02,C01
42698-08,Oth extrcpslr extr crystalline lens,02,C16
42698-08,Oth extrcpslr extr crystalline lens,10,K09
42701-00,Insertion of intraocular lens,02,C01
42701-00,Insertion of intraocular lens,02,C16
42701-00,Insertion of intraocular lens,21A,W04
42701-00,Insertion of intraocular lens,21B,X06
42703-00,IOL post cham sut iris sclera,02,C01
42703-00,IOL post cham sut iris sclera,02,C16
42703-00,IOL post cham sut iris sclera,21A,W04
42703-00,IOL post cham sut iris sclera,21B,X06
42704-00,Removal of intraocular lens,02,C01
42704-00,Removal of intraocular lens,02,C16
42704-00,Removal of intraocular lens,21A,W04
42704-00,Removal of intraocular lens,21B,X06
42704-01,Repositioning of intraocular lens,02,C01
42704-01,Repositioning of intraocular lens,02,C16
42704-01,Repositioning of intraocular lens,21A,W04
42704-01,Repositioning of intraocular lens,21B,X06
42707-00,Replacement of intraocular lens,02,C01
42707-00,Replacement of intraocular lens,02,C16
42707-00,Replacement of intraocular lens,21A,W04
42707-00,Replacement of intraocular lens,21B,X06
42710-00,Replace intraocul lens post cham sut,02,C01
42710-00,Replace intraocul lens post cham sut,02,C16
42710-00,Replace intraocul lens post cham sut,21A,W04
42710-00,Replace intraocul lens post cham sut,21B,X06
42713-00,Fixation of intraocular lens w sut iris,02,C01
42713-00,Fixation of intraocular lens w sut iris,02,C16
42713-00,Fixation of intraocular lens w sut iris,21A,W04
42713-00,Fixation of intraocular lens w sut iris,21B,X06
42719-01,"Removal of vitreous, limbal approach",02,C01
42719-01,"Removal of vitreous, limbal approach",02,C15
42719-01,"Removal of vitreous, limbal approach",21A,W04
42719-01,"Removal of vitreous, limbal approach",21B,X06
42725-00,R/O vitreous pars plana approach,02,C01
42725-00,R/O vitreous pars plana approach,02,C03
42725-00,R/O vitreous pars plana approach,10,K09
42725-00,R/O vitreous pars plana approach,21A,W04
42725-00,R/O vitreous pars plana approach,21B,X06
42731-01,Extr of crystalline lens w R/O vitr,02,C01
42731-01,Extr of crystalline lens w R/O vitr,02,C03
42731-01,Extr of crystalline lens w R/O vitr,10,K09
42734-01,Capsulotomy of lens,02,C01
42734-01,Capsulotomy of lens,02,C16
42737-01,Needling of posterior capsule of lens,02,C01
42737-01,Needling of posterior capsule of lens,02,C16
42740-00,Aspiration of aqueous,02,C01
42740-00,Aspiration of aqueous,02,C14
42740-00,Aspiration of aqueous,21A,W04
42740-00,Aspiration of aqueous,21B,X06
42740-01,Aspiration of vitreous,02,C01
42740-01,Aspiration of vitreous,02,C03
42740-02,Admin therapeutic agt into ant chamber,02,C01
42740-02,Admin therapeutic agt into ant chamber,02,C15
42740-02,Admin therapeutic agt into ant chamber,21A,W04
42740-02,Admin therapeutic agt into ant chamber,21B,X06
42740-03,Admin therapeutic agt in post chamber,02,C01
42740-03,Admin therapeutic agt in post chamber,02,C03
42740-03,Admin therapeutic agt in post chamber,21A,W04
42740-03,Admin therapeutic agt in post chamber,21B,X06
42743-00,Irrigation of anterior chamber,02,C01
42743-00,Irrigation of anterior chamber,02,C15
42743-00,Irrigation of anterior chamber,21A,W04
42743-00,Irrigation of anterior chamber,21B,X06
42746-04,Trabeculectomy,02,C01
42746-04,Trabeculectomy,02,C15
42746-04,Trabeculectomy,10,K09
42746-04,Trabeculectomy,21A,W04
42746-04,Trabeculectomy,21B,X06
42746-05,Other filtering proc for glaucoma NEC,02,C01
42746-05,Other filtering proc for glaucoma NEC,02,C15
42746-05,Other filtering proc for glaucoma NEC,21A,W04
42746-05,Other filtering proc for glaucoma NEC,21B,X06
42749-00,Revision of scleral fistulisation proc,02,C01
42749-00,Revision of scleral fistulisation proc,02,C15
42749-00,Revision of scleral fistulisation proc,21A,W04
42749-00,Revision of scleral fistulisation proc,21B,X06
42752-00,Insertion of aqueous shunt,02,C01
42752-00,Insertion of aqueous shunt,02,C15
42752-00,Insertion of aqueous shunt,21A,W04
42752-00,Insertion of aqueous shunt,21B,X06
42755-00,Removal of aqueous shunt,02,C01
42755-00,Removal of aqueous shunt,02,C15
42755-00,Removal of aqueous shunt,10,K09
42758-00,Goniotomy,02,C01
42758-00,Goniotomy,02,C15
42758-00,Goniotomy,21A,W04
42758-00,Goniotomy,21B,X06
42761-00,Div of synechiae/corneovitreal adhes,02,C01
42761-00,Div of synechiae/corneovitreal adhes,02,C15
42761-00,Div of synechiae/corneovitreal adhes,21A,W04
42761-00,Div of synechiae/corneovitreal adhes,21B,X06
42764-00,Iridotomy,02,C01
42764-00,Iridotomy,02,C15
42764-00,Iridotomy,21A,W04
42764-00,Iridotomy,21B,X06
42764-03,Iridoplasty,02,C01
42764-03,Iridoplasty,02,C15
42764-03,Iridoplasty,21A,W04
42764-03,Iridoplasty,21B,X06
42764-04,Iridectomy,02,C01
42764-04,Iridectomy,02,C15
42764-04,Iridectomy,21A,W04
42764-04,Iridectomy,21B,X06
42770-00,Destruction of ciliary body,02,C01
42770-00,Destruction of ciliary body,02,C15
42770-00,Destruction of ciliary body,10,K09
42773-01,Pneumatic retinopexy,02,C01
42773-01,Pneumatic retinopexy,02,C14
42773-01,Pneumatic retinopexy,21A,W04
42773-01,Pneumatic retinopexy,21B,X06
42776-00,Scleral buckling,02,C01
42776-00,Scleral buckling,02,C03
42776-00,Scleral buckling,10,K09
42776-00,Scleral buckling,21A,W04
42776-00,Scleral buckling,21B,X06
42779-00,Revision retinal detachment proc,02,C01
42779-00,Revision retinal detachment proc,02,C03
42779-00,Revision retinal detachment proc,21A,W04
42779-00,Revision retinal detachment proc,21B,X06
42782-00,Trabeculoplasty,02,C01
42782-00,Trabeculoplasty,02,C15
42782-00,Trabeculoplasty,21A,W04
42782-00,Trabeculoplasty,21B,X06
42791-03,Dest proc on aqueous or vitreous,02,C01
42791-03,Dest proc on aqueous or vitreous,02,C04
42791-03,Dest proc on aqueous or vitreous,21A,W04
42791-03,Dest proc on aqueous or vitreous,21B,X06
42797-03,Destruction procedures on cornea,02,C01
42797-03,Destruction procedures on cornea,02,C04
42797-03,Destruction procedures on cornea,21A,W04
42797-03,Destruction procedures on cornea,21B,X06
42801-00,Impl of brachytherapy applicator eye,02,C01
42801-00,Impl of brachytherapy applicator eye,02,C12
42805-00,Ins of tantalum markers to the sclera,02,C01
42805-00,Ins of tantalum markers to the sclera,02,C12
42805-00,Ins of tantalum markers to the sclera,21A,W04
42805-00,Ins of tantalum markers to the sclera,21B,X06
42806-00,Destruction lesion iris or ciliary body,02,C01
42806-00,Destruction lesion iris or ciliary body,02,C15
42806-00,Destruction lesion iris or ciliary body,21A,W04
42806-00,Destruction lesion iris or ciliary body,21B,X06
42809-00,Dest proc on retina choroid post chamber,02,C01
42809-00,Dest proc on retina choroid post chamber,02,C03
42809-01,Repair retinal detach w photocoagulation,02,C01
42809-01,Repair retinal detach w photocoagulation,02,C14
42809-01,Repair retinal detach w photocoagulation,21A,W04
42809-01,Repair retinal detach w photocoagulation,21B,X06
42810-00,Phototherapeutic keratectomy [PTK],02,C01
42810-00,Phototherapeutic keratectomy [PTK],02,C04
42810-00,Phototherapeutic keratectomy [PTK],21A,W04
42810-00,Phototherapeutic keratectomy [PTK],21B,X06
42812-00,"R/O surg impl material, post segment eye",02,C01
42812-00,"R/O surg impl material, post segment eye",02,C14
42812-00,"R/O surg impl material, post segment eye",10,K09
42812-00,"R/O surg impl material, post segment eye",21A,W04
42812-00,"R/O surg impl material, post segment eye",21B,X06
42815-00,Removal of vitreous substitutes,02,C01
42815-00,Removal of vitreous substitutes,02,C03
42815-00,Removal of vitreous substitutes,21A,W04
42815-00,Removal of vitreous substitutes,21B,X06
42833-00,Strabismus proc inv 1 or 2 muscles 1 eye,02,C01
42833-00,Strabismus proc inv 1 or 2 muscles 1 eye,02,C10
42833-00,Strabismus proc inv 1 or 2 muscles 1 eye,10,K09
42833-01,"Strabismus proc inv 1 or 2 musc, 2 eyes",02,C01
42833-01,"Strabismus proc inv 1 or 2 musc, 2 eyes",02,C10
42833-01,"Strabismus proc inv 1 or 2 musc, 2 eyes",10,K09
42833-02,Reop strabms inv musc of eye 2nd proc,02,C01
42833-02,Reop strabms inv musc of eye 2nd proc,02,C10
42836-00,Reop strabms inv musc of eye 3rd/subsqt,02,C01
42836-00,Reop strabms inv musc of eye 3rd/subsqt,02,C10
42839-00,Strabms proc inv 3 or more muscles 1 eye,02,C01
42839-00,Strabms proc inv 3 or more muscles 1 eye,02,C10
42839-01,Strabms proc inv >= 3 musc both eyes,02,C01
42839-01,Strabms proc inv >= 3 musc both eyes,02,C10
42845-00,Adjust sut 1 eye foll prev strabms surg,02,C01
42845-00,Adjust sut 1 eye foll prev strabms surg,02,C10
42845-01,Adjust sut 2 eyes foll prev strabms surg,02,C01
42845-01,Adjust sut 2 eyes foll prev strabms surg,02,C10
42848-00,Muscle transplant for strabismus,02,C01
42848-00,Muscle transplant for strabismus,02,C10
42848-01,Reop musc trnsplnt for strabms,02,C01
42848-01,Reop musc trnsplnt for strabms,02,C10
42854-00,Repair of ruptured extraocular muscle,02,C01
42854-00,Repair of ruptured extraocular muscle,02,C02
42854-00,Repair of ruptured extraocular muscle,08,I12
42854-00,Repair of ruptured extraocular muscle,08,I17
42854-00,Repair of ruptured extraocular muscle,21A,W04
42854-00,Repair of ruptured extraocular muscle,21B,X06
42857-00,Resut op wound foll prev intraocul proc,02,C01
42857-00,Resut op wound foll prev intraocul proc,02,C12
42857-00,Resut op wound foll prev intraocul proc,21A,W04
