code,description,age_l,age_h,sex
N03.0,Chr nephritic syndrome minor glom abn,201,324,
N03.1,Chr neph synd focal & segment glom lsn,201,324,
N03.2,Chr neph synd dfs membranous glomneph,201,324,
N03.3,Chr neph synd mesngl prolf glomneph,201,324,
N03.4,Chr neph synd endcap prolf glomneph,201,324,
N03.5,Chr neph synd dfs mesngcp glomneph,201,324,
N03.6,Chr neph syndrome dense deposit disease,201,324,
N03.7,Chr neph synd dfs crescentic glomneph,201,324,
N03.8,Chronic nephritic syndrome other,201,324,
N03.9,Chronic nephritic syndrome unspecified,201,324,
N14.0,Analgesic nephropathy,215,324,
N18.5,"Chronic kidney disease, stage 5",215,324,
N18.9,"Chronic kidney disease, unspecified",201,324,
N19,Unspecified kidney failure,201,324,
N34.1,Nonspecific urethritis,215,324,
N34.2,Other urethritis,215,324,
N39.31,Stress incont ass femle pelv org prolps,215,324,FEML
N40,Hyperplasia of prostate,230,324,MALE
N41.0,Acute prostatitis,215,324,MALE
N41.1,Chronic prostatitis,230,324,MALE
N41.2,Abscess of prostate,230,324,MALE
N41.3,Prostatocystitis,230,324,MALE
N41.8,Other inflammatory diseases of prostate,230,324,MALE
N41.9,Inflammatory disease of prostate unsp,230,324,MALE
N42.0,Calculus of prostate,230,324,MALE
N42.1,Congestion and haemorrhage of prostate,230,324,MALE
N42.2,Atrophy of prostate,230,324,MALE
N42.3,Dysplasia of prostate,230,324,MALE
N42.8,Other specified disorders of prostate,230,324,MALE
N42.9,Disorder of prostate unspecified,230,324,MALE
N46,Male infertility,215,324,MALE
N48.4,Impotence of organic origin,215,324,MALE
N51.0,Disorders of prostate in diseases cl/e,230,324,MALE
N60.0,Solitary cyst of breast,215,324,
N60.1,Diffuse cystic mastopathy,215,324,
N60.2,Fibroadenosis of breast,215,324,
N60.3,Fibrosclerosis of breast,215,324,
N60.4,Mammary duct ectasia,215,324,
N60.8,Other benign mammary dysplasias,215,324,
N60.9,Benign mammary dysplasia unspecified,215,324,
N64.3,Galactorrhoea not ass w childbirth,215,324,FEML
N70.1,Chronic salpingitis and oophoritis,215,324,FEML
N71.1,Chronic inflammatory disease of uterus,215,324,FEML
N72,Inflammatory disease of cervix uteri,215,324,FEML
N73.1,Chronic parametritis & pelvic cellulitis,215,324,FEML
N73.4,Female chronic pelvic peritonitis,215,324,FEML
N80.0,Endometriosis of uterus,215,324,FEML
N80.1,Endometriosis of ovary,215,324,FEML
N80.2,Endometriosis of fallopian tube,215,324,FEML
N80.3,Endometriosis of pelvic peritoneum,215,324,FEML
N80.4,Endometriosis rectovaginal septum vagina,215,324,FEML
N80.5,Endometriosis of intestine,215,324,FEML
N80.6,Endometriosis in cutaneous scar,215,324,FEML
N80.8,Other endometriosis,215,324,FEML
N80.9,Endometriosis unspecified,215,324,FEML
N81.0,Female urethrocele,215,324,FEML
N81.1,Cystocele,215,324,FEML
N81.2,Incomplete uterovaginal prolapse,215,324,FEML
N81.3,Complete uterovaginal prolapse,215,324,FEML
N81.4,Uterovaginal prolapse unspecified,215,324,FEML
N81.5,Vaginal enterocele,215,324,FEML
N81.6,Rectocele,215,324,FEML
N81.8,Other female genital prolapse,215,324,FEML
N81.9,Female genital prolapse unspecified,215,324,FEML
N91.0,Primary amenorrhoea,210,260,FEML
N91.1,Secondary amenorrhoea,210,260,FEML
N91.2,Amenorrhoea unspecified,210,260,FEML
N91.3,Primary oligomenorrhoea,210,260,FEML
N91.4,Secondary oligomenorrhoea,210,260,FEML
N91.5,Oligomenorrhoea unspecified,210,260,FEML
N92.0,Excess freq menstruation w regular cycle,210,260,FEML
N92.1,Excess freq menstruation w irreg cycle,210,260,FEML
N92.2,Excessive menstruation at puberty,208,219,FEML
N92.3,Ovulation bleeding,210,260,FEML
N92.4,Excessive bleeding premenopausal period,210,260,FEML
N92.5,Other specified irregular menstruation,210,260,FEML
N92.6,Irregular menstruation unspecified,210,260,FEML
N93.0,Postcoital and contact bleeding,215,324,FEML
N94.0,Mittelschmerz,210,260,FEML
N94.1,Dyspareunia,215,324,FEML
N94.2,Vaginismus,215,324,FEML
N94.3,Premenstrual tension syndrome,210,260,FEML
N94.4,Primary dysmenorrhoea,210,260,FEML
N94.5,Secondary dysmenorrhoea,210,260,FEML
N94.6,Dysmenorrhoea unspecified,210,260,FEML
N95.0,Postmenopausal bleeding,230,324,FEML
N95.1,Menopausal and female climacteric states,230,324,FEML
N95.2,Postmenopausal atrophic vaginitis,230,324,FEML
N95.3,States associated w artificial menopause,230,324,FEML
N95.8,Oth spec menopausal perimenopausal disrd,230,324,FEML
N95.9,Menopausal & perimenopausal disrd unsp,230,324,FEML
N96,Habitual aborter,210,260,FEML
N97.0,Female infertility ass w anovulation,210,260,FEML
N97.1,Female infertility of tubal origin,210,260,FEML
N97.2,Female infertility of uterine origin,210,260,FEML
N97.3,Female infertility of cervical origin,210,260,FEML
N97.4,Female infertility ass w male factors,210,260,FEML
N97.8,Female infertility of other origin,210,260,FEML
N97.9,Female infertility unspecified,210,260,FEML
N98.0,Infectn ass w artificial insemination,210,260,FEML
N98.1,Hyperstimulation of ovaries,210,260,FEML
N98.2,Comp attempt intro fertil ovum foll IVF,210,260,FEML
N98.3,Comp attempt intro embryo in trsf,210,260,FEML
N98.8,Oth comp ass w artf fertilisation,210,260,FEML
N98.9,Comp ass w artf fertilisation unsp,210,260,FEML
N99.1,Postprocedural urethral stricture,215,324,
N99.2,Postprocedural adhesions of vagina,215,324,FEML
N99.3,Prolapse vag vault after hysterectomy,215,324,FEML
N99.4,Postproc pelvic peritoneal adhesions,215,324,
N99.9,Intra/postop disrd GU system unsp,215,324,
O00.0,Abdominal pregnancy,210,260,FEML
O00.1,Tubal pregnancy,210,260,FEML
O00.2,Ovarian pregnancy,210,260,FEML
O00.8,Other ectopic pregnancy,210,260,FEML
O00.9,Ectopic pregnancy unspecified,210,260,FEML
O01.0,Classical hydatidiform mole,210,260,FEML
O01.1,Incomplete and partial hydatidiform mole,210,260,FEML
O01.9,Hydatidiform mole unspecified,210,260,FEML
O02.0,Blighted ovum and nonhydatidiform mole,210,260,FEML
O02.1,Missed abortion,210,260,FEML
O02.8,Oth spec abnormal products of conception,210,260,FEML
O02.9,Abnormal product of conception unsp,210,260,FEML
O03.0,Spont abortn incomp GT infectn & seps,210,260,FEML
O03.1,Spont abortion incomp complic by haem,210,260,FEML
O03.2,Spont abortion incomp complic embolism,210,260,FEML
O03.3,Spont abortion incomp oth / unsp comp,210,260,FEML
O03.4,Spontaneous abortion incomplete wo comp,210,260,FEML
O03.5,Spont abortn compl or unsp infectn seps,210,260,FEML
O03.6,Spont abortn complete or unsp w haem,210,260,FEML
O03.7,Spont abortn compl or unsp w embolism,210,260,FEML
O03.8,Spont abortn compl unsp w unsp comp,210,260,FEML
O03.9,Spont abortion compl or unsp wo comp,210,260,FEML
O04.0,Medical abortn incomp infectn & seps,210,260,FEML
O04.1,Medical abortn incomp w haem,210,260,FEML
O04.2,Medical abortn incomp w embolism,210,260,FEML
O04.3,Med abortion incomp w oth / unsp comp,210,260,FEML
O04.4,Medical abortion incomplete wo comp,210,260,FEML
O04.5,Med abortion compl or unsp infectn seps,210,260,FEML
O04.6,Medical abortn complete or unsp w haem,210,260,FEML
O04.7,Medical abortn compl unsp w embolism,210,260,FEML
O04.8,Med abortion complete or unsp oth comp,210,260,FEML
O04.9,Medical abortion complete unsp wo comp,210,260,FEML
O05.0,Oth abortn incomp complic infectn & seps,210,260,FEML
O05.1,Oth abortn incomp w haemorrhage,210,260,FEML
O05.2,Oth abortion incomp w embolism,210,260,FEML
O05.3,Oth abortion incomp w oth & unsp comp,210,260,FEML
O05.4,Oth abortion incomplete wo complication,210,260,FEML
O05.5,Oth abortn compl or unsp infectn & seps,210,260,FEML
O05.6,Oth abortn complete unsp complic haem,210,260,FEML
O05.7,Oth abortn complete or unsp w embolism,210,260,FEML
O05.8,Oth abortn complete or unsp w oth comp,210,260,FEML
O05.9,Oth abortion complete or unsp wo comp,210,260,FEML
O06.0,Unsp abortn incomp complic infectn seps,210,260,FEML
O06.1,Unsp abortn incomp w haemorrhage,210,260,FEML
O06.2,Unsp abortn incomp w embolism,210,260,FEML
O06.3,Unsp abortn incomp w oth & unsp comp,210,260,FEML
O06.4,Unsp abortn incomp wo complication,210,260,FEML
O06.5,Unsp abortn compl complic infectn & seps,210,260,FEML
O06.6,Unsp abortn compl / unsp w haem,210,260,FEML
O06.7,Unsp abortn compl / unsp w embolism,210,260,FEML
O06.8,Unsp abortn compl / unsp w oth comp,210,260,FEML
O06.9,Unsp abortn compl / unsp wo comp,210,260,FEML
O07.0,Failed medical abortn infectn & sepsis,210,260,FEML
O07.1,Failed medical abortn w haem,210,260,FEML
O07.2,Failed medical abortn w embolism,210,260,FEML
O07.3,Failed med abortion w other & unsp comp,210,260,FEML
O07.4,Failed medical abortion wo complication,210,260,FEML
O07.5,Oth ? fail atempt abortn infectn & seps,210,260,FEML
O07.6,Oth unsp fail attempt abortn w haem,210,260,FEML
O07.7,Oth unsp fail attempt abortn w embol,210,260,FEML
O07.8,Oth unsp fail attempt abortn oth comp,210,260,FEML
O07.9,Oth unsp fail attempt abortn wo comp,210,260,FEML
O08.0,Infectn seps foll abortn ectop molar,210,260,FEML
O08.1,Haem foll abortn ectop molar pregnancy,210,260,FEML
O08.2,Embolism foll abortn ectop molar preg,210,260,FEML
O08.3,Shock foll abortn ectop molar pregnancy,210,260,FEML
O08.4,Kidney fail foll abortn ectop molar preg,210,260,FEML
O08.5,Metab disrd foll abortn ectop molar preg,210,260,FEML
O08.6,Pelv damage foll abortn ectop molar preg,210,260,FEML
O08.7,Oth venous comp abortn ectop molar preg,210,260,FEML
O08.8,Oth comp foll abortn ectop molar preg,210,260,FEML
O08.9,Comp foll abortn ectop molar preg unsp,210,260,FEML
O09.0,Duration of pregnancy < 5 completed wk,210,260,FEML
O09.1,Duration preg 5-13 completed weeks,210,260,FEML
O09.2,Duration preg 14-19 completed weeks,210,260,FEML
O09.3,Duration preg 20-25 completed weeks,210,260,FEML
O09.4,Duration preg 26-33 completed weeks,210,260,FEML
O09.5,Duration preg 34-36 completed weeks,210,260,FEML
O09.9,Unspecified duration of pregnancy,210,260,FEML
O10,Pre-exist H/T in preg brth puerperium,210,260,FEML
O11,Pre-eclampsia superimp on chr H/T,210,260,FEML
O12.0,Gestational oedema,210,260,FEML
O12.1,Gestational proteinuria,210,260,FEML
O12.2,Gestational oedema with proteinuria,210,260,FEML
O13,Gestational H/T,210,260,FEML
O14.0,Mild to moderate pre-eclampsia,210,260,FEML
O14.1,Severe pre-eclampsia,210,260,FEML
O14.2,HELLP syndrome,210,260,FEML
O14.9,Pre-eclampsia unspecified,210,260,FEML
O15.0,Eclampsia in pregnancy,210,260,FEML
O15.1,Eclampsia in labour,210,260,FEML
O15.2,Eclampsia in the puerperium,210,260,FEML
O15.9,Eclampsia unspecified as to time period,210,260,FEML
O16,Unspecified maternal hypertension,210,260,FEML
O20.0,Threatened abortion,210,260,FEML
O20.8,Other haemorrhage in early pregnancy,210,260,FEML
O20.9,Haemorrhage in early pregnancy unsp,210,260,FEML
O21.0,Hyperemesis gravidarum,210,260,FEML
O21.2,Vomiting in late pregnancy,210,260,FEML
O21.9,Vomiting in pregnancy NEC,210,260,FEML
O22.4,Haemorrhoids in pregnancy,210,260,FEML
O22.9,Venous condition in pregnancy,210,260,FEML
O23.0,Infections of kidney in pregnancy,210,260,FEML
O23.1,Infections of bladder in pregnancy,210,260,FEML
O23.2,Infections of urethra in pregnancy,210,260,FEML
O23.3,Infectn oth parts urinary tract in preg,210,260,FEML
O23.4,Unsp infectn urinary tract in pregnancy,210,260,FEML
O23.5,Infections genital tract in pregnancy,210,260,FEML
O23.9,Oth & unsp GU infection in preg,210,260,FEML
O24.0,Pre-exist Type 1 DM in preg brth puerp,210,260,FEML
O24.12,Pre-exist T2DM in preg brth puerp insln,210,260,FEML
O24.13,Pre-exist T2DM preg brth puerp oral,210,260,FEML
O24.14,Pre-exist T2DM preg brth puerp other,210,260,FEML
O24.19,Pre-existing T2DM preg brth puerp unsp,210,260,FEML
O24.22,Pre-exist oth DM preg brth puerp insln,210,260,FEML
O24.23,Pre-exist oth DM preg brth puerp oral,210,260,FEML
O24.24,Pre-exist oth DM preg brth puerp other,210,260,FEML
O24.29,Pre-exist oth DM preg brth puerp unsp,210,260,FEML
O24.32,Pre-exist unsp DM preg brth puerp insln,210,260,FEML
O24.33,Pre-exist unsp DM preg brth puerp oral,210,260,FEML
O24.34,Pre-exist unsp DM preg brth puerp other,210,260,FEML
O24.39,Pre-exist unsp DM preg brth puerp unsp,210,260,FEML
O24.42,DM arising during pregnancy insln trt,210,260,FEML
O24.43,DM arising during preg orl hypogly Rx,210,260,FEML
O24.44,DM arising during pregnancy other,210,260,FEML
O24.49,DM arising during pregnancy unsp,210,260,FEML
O24.52,Pre-exist IH preg brth puerp insln trt,210,260,FEML
O24.53,Pre-exist IH preg brth puerp oral,210,260,FEML
O24.54,Pre-exist IH in preg brth puerp other,210,260,FEML
O24.59,Pre-exist IH in preg brth puerp unsp,210,260,FEML
O24.92,DM in preg brth puerp unsp onset insln,210,260,FEML
O24.93,DM in preg brth puerp unsp onset oral,210,260,FEML
O24.94,DM in preg brth puerp unsp onset other,210,260,FEML
O24.99,DM in preg brth puerp unsp onset unsp,210,260,FEML
O25,Malnutrition in pregnancy brth puerp,210,260,FEML
O26.0,Excessive weight gain in pregnancy,210,260,FEML
O26.1,Low weight gain in pregnancy,210,260,FEML
O26.2,Pregnancy care of habitual aborter,210,260,FEML
O26.3,Retained IUCD in pregnancy,210,260,FEML
O26.4,Pemphigoid [herpes] gestationis,210,260,FEML
O26.5,Maternal hypotension syndrome,210,260,FEML
O26.6,Liver disrd in preg brth & puerperium,210,260,FEML
O26.7,Sublux symphysis pubis preg brth puerp,210,260,FEML
O26.81,Kidney disrd in preg birth puerperium,210,260,FEML
O26.88,Oth spec pregnancy-related conditions,210,260,FEML
O26.9,Pregnancy-related condition unspecified,210,260,FEML
O28.0,Abn haematological find A/N screen moth,210,260,FEML
O28.1,Abn biochemical find A/N screen mother,210,260,FEML
O28.2,Abn cytological find A/N screen mother,210,260,FEML
O28.3,Abn ultrasonic find A/N screen mother,210,260,FEML
O28.4,Abn radiological find A/N screen mother,210,260,FEML
O28.5,Abn chromsm find A/N screen mother,210,260,FEML
O28.8,Oth abn find antenatal screening mother,210,260,FEML
O28.9,Abn find A/N screen of mother unsp,210,260,FEML
O30.0,Twin pregnancy,210,260,FEML
O30.1,Triplet pregnancy,210,260,FEML
O30.2,Quadruplet pregnancy,210,260,FEML
O30.8,Other multiple gestation,210,260,FEML
O30.9,Multiple gestation unspecified,210,260,FEML
O31.0,Papyraceous fetus,210,260,FEML
O31.1,Continuing preg after abortn >= 1 fetus,210,260,FEML
O31.2,Cont preg after IU death >=1 fetus,210,260,FEML
O31.8,Oth comp specific to multiple gestation,210,260,FEML
O32.0,Maternal care for unstable lie,210,260,FEML
O32.1,Maternal care for breech presentation,210,260,FEML
O32.2,Maternal care transverse & oblique lie,210,260,FEML
O32.3,Mat care face brow & chin presentation,210,260,FEML
O32.4,Maternal care for high head at term,210,260,FEML
O32.6,Maternal care for compound presentation,210,260,FEML
O32.8,Maternal care for oth malpres fetus,210,260,FEML
O32.9,Maternal care for malpres fetus unsp,210,260,FEML
O33.0,Mat care disprop dt defrm mat pelv bones,210,260,FEML
O33.1,Mat care disprop dt contracted pelvis,210,260,FEML
O33.2,Mat care disprop inlet contrctn pelvis,210,260,FEML
O33.3,Mat care disprop outlet contrctn pelvis,210,260,FEML
O33.4,Mat care disprop mx mat & fetal origin,210,260,FEML
O33.5,Mat care disprop dt large fetus,210,260,FEML
O33.6,Mat care disprop hydrocephalic fetus,210,260,FEML
O33.7,Mat care disprop oth fetal deformities,210,260,FEML
O33.8,Mat care for disproportion oth origin,210,260,FEML
O33.9,Maternal care for disproportion unsp,210,260,FEML
O34.0,Mat care for cong malformation uterus,210,260,FEML
O34.1,Maternal care for tumour of corpus uteri,210,260,FEML
O34.2,Mat care uterine scar previous surgery,210,260,FEML
O34.3,Maternal care for cervical incompetence,210,260,FEML
O34.4,Maternal care for oth abn cervix,210,260,FEML
O34.5,Mat care for oth abn gravid uterus,210,260,FEML
O34.6,Maternal care for abnormality of vagina,210,260,FEML
O34.7,Mat care for abn vulva & perineum,210,260,FEML
O34.8,Maternal care for oth abn pelv org,210,260,FEML
O34.9,Maternal care for abn pelvic org unsp,210,260,FEML
O35.0,Mat care suspected CNS malform fetus,210,260,FEML
O35.1,Mat care suspect chromosomal abn fetus,210,260,FEML
O35.2,Mat care suspect hereditary dis in fetus,210,260,FEML
O35.3,Mat care suspect dam fetus mat viral dis,210,260,FEML
O35.4,Mat care suspect damage fetus dt alcohol,210,260,FEML
O35.5,Mat care suspect damage fetus dt drugs,210,260,FEML
O35.6,Mat care suspect dam fetus dt radiation,210,260,FEML
O35.7,Mat care suspect dam fetus dt med proc,210,260,FEML
O35.8,Mat care oth suspect fetal abn & damage,210,260,FEML
O35.9,Mat care suspect fetal abn damage unsp,210,260,FEML
O36.0,Maternal care for rhesus isoimmunisation,210,260,FEML
O36.1,Maternal care for other isoimmunisation,210,260,FEML
O36.2,Maternal care for hydrops fetalis,210,260,FEML
O36.3,Maternal care for signs of fetal hypoxia,210,260,FEML
O36.4,Maternal care for intrauterine death,210,260,FEML
O36.5,Maternal care for poor fetal growth,210,260,FEML
O36.6,Maternal care for excessive fetal growth,210,260,FEML
O36.7,Mat care for viable fetus in abdo preg,210,260,FEML
O36.8,Mat care for oth spec fetal problems,210,260,FEML
O36.9,Maternal care for fetal problem unsp,210,260,FEML
O40,Polyhydramnios,210,260,FEML
O41.0,Oligohydramnios,210,260,FEML
O41.1,Infection of amniotic sac and membranes,210,260,FEML
O41.8,Oth spec disrd amniotic fluid membranes,210,260,FEML
O41.9,Disrd of amniotic fluid & membranes unsp,210,260,FEML
O42.0,PROM onset labour within 24 hours,210,260,FEML
O42.11,PROM onset labour between 1-7 days later,210,260,FEML
O42.12,PROM onset labour more than 7 days later,210,260,FEML
O42.2,PROM labour delayed therapy,210,260,FEML
O42.9,Premature rupture of membranes unsp,210,260,FEML
O43.0,Placental transfusion syndromes,210,260,FEML
O43.1,Malformation of placenta,210,260,FEML
O43.2,Morbidly adherent placenta,210,260,FEML
O43.8,Other placental disorders,210,260,FEML
O43.9,Placental disorder unspecified,210,260,FEML
O44.0,Placenta praevia spec as wo haemorrhage,210,260,FEML
O44.1,Placenta praevia with haemorrhage,210,260,FEML
O45.0,Prem sep placenta w coagulation defect,210,260,FEML
O45.8,Other premature separation of placenta,210,260,FEML
O45.9,Premature separation of placenta unsp,210,260,FEML
O46.0,Antepartum haem w coagulation defect,210,260,FEML
O46.8,Other antepartum haemorrhage,210,260,FEML
O46.9,Antepartum haemorrhage unspecified,210,260,FEML
O47.0,False labour < 37 completed weeks gest,210,260,FEML
O47.1,False labour >= 37 completed weeks gest,210,260,FEML
O47.2,Labour without delivery,210,260,FEML
O47.9,False labour unspecified,210,260,FEML
O48,Prolonged pregnancy,210,260,FEML
O60.0,Preterm labour without delivery,210,260,FEML
O60.1,Preterm spont labour w preterm delivery,210,260,FEML
O60.2,Preterm spont labour w term delivery,210,260,FEML
O60.3,Preterm delivery wo spont labour,210,260,FEML
O61.0,Failed medical induction of labour,210,260,FEML
O61.1,Failed surgical induction of labour,210,260,FEML
O61.2,Fail medical surgical induct labour,210,260,FEML
O61.8,Other failed induction of labour,210,260,FEML
O61.9,Failed induction of labour unspecified,210,260,FEML
O62.0,Primary inadequate contractions,210,260,FEML
O62.1,Secondary uterine inertia,210,260,FEML
O62.2,Other uterine inertia,210,260,FEML
O62.3,Precipitate labour,210,260,FEML
O62.4,Hypertonic incoord prolonged contrctn,210,260,FEML
O62.8,Other abnormalities of forces of labour,210,260,FEML
O62.9,Abnormality of forces of labour unsp,210,260,FEML
O63.0,Prolonged first stage (of labour),210,260,FEML
O63.1,Prolonged second stage (of labour),210,260,FEML
O63.2,Delay delv 2nd or subsqt fetus mult delv,210,260,FEML
O63.3,Prolonged third stage of labour,210,260,FEML
O63.9,Long labour unspecified,210,260,FEML
O64.0,Lb & delv aff by incomp rotatn fetal hed,210,260,FEML
O64.1,Lb & delv aff by breech presentation,210,260,FEML
O64.2,Lb & delv aff by face presentation,210,260,FEML
O64.3,Lb & delv aff by brow presentation,210,260,FEML
O64.4,Lb & delv aff by shoulder present,210,260,FEML
O64.5,Lb & delv aff by compound present,210,260,FEML
O64.8,Lb & delv aff by oth malpos malpres,210,260,FEML
O64.9,Lb & delv aff by malpos malpres unsp,210,260,FEML
O65.0,Lb & delv aff by deformed pelvis,210,260,FEML
O65.1,Lb & delv aff by contracted pelvis,210,260,FEML
O65.2,Lb & delv aff by pelvic inlet contract,210,260,FEML
O65.3,Lb & delv aff by pelvic outlet contract,210,260,FEML
O65.4,Lb & delv aff by FPD unsp,210,260,FEML
O65.5,Lb & delv aff by abn mat pelvic org,210,260,FEML
O65.8,Lb & delv aff by oth mat pelv abn,210,260,FEML
O65.9,Lb & delv aff by mat pelvic abn unsp,210,260,FEML
O66.0,Lb & delv aff by shoulder dystocia,210,260,FEML
O66.1,Lb & delv aff by locked twins,210,260,FEML
O66.2,Lb & delv aff by large fetus,210,260,FEML
O66.3,Lb & delv aff by oth abn fetus,210,260,FEML
O66.4,Failed trial of labour unspecified,210,260,FEML
O66.5,Fail applictn vacuum extr forceps unsp,210,260,FEML
O66.8,Labour and delivery aff by oth dystocia,210,260,FEML
O66.9,Lb & delv aff by dystocia unspecified,210,260,FEML
O67.0,Intrapartum haem w coagulation defect,210,260,FEML
O67.8,Other intrapartum haemorrhage,210,260,FEML
O67.9,Intrapartum haemorrhage unspecified,210,260,FEML
O68.0,Labour delivery complic FHR anomaly,210,260,FEML
O68.1,Labour delivery complic meconium liquor,210,260,FEML
O68.2,Labour delivery FHR abn w mec liquor,210,260,FEML
O68.3,Labour delv biochem evdce fetal stress,210,260,FEML
O68.8,Labour delivery w oth evdce fetal stress,210,260,FEML
O68.9,Labour delv complic fetal stress unsp,210,260,FEML
O69.0,Labour & delivery complic prolapse cord,210,260,FEML
O69.1,Delivery cord around neck w compression,210,260,FEML
O69.2,Labour delv oth cd entanglement w comprs,210,260,FEML
O69.3,Labour & delivery complic by short cord,210,260,FEML
O69.4,Labour & delivery complic vasa praevia,210,260,FEML
O69.5,Labour & delivery w vascular lesion cord,210,260,FEML
O69.8,Labour & delivery complic oth cord comp,210,260,FEML
O69.9,Labour & delivery complic cord comp unsp,210,260,FEML
O70.0,First degree perineal laceration delv,210,260,FEML
O70.1,Second deg perineal laceration dur delv,210,260,FEML
O70.2,Third deg perineal laceration dur delv,210,260,FEML
O70.3,Fourth deg perineal laceration dur delv,210,260,FEML
O70.9,Perineal laceration during delivery unsp,210,260,FEML
O71.00,"Rupt of uterus bef labour, unsp",210,260,FEML
O71.01,Spont rupt of uterus bef labour,210,260,FEML
O71.02,Traum rupt of uterus bef labour,210,260,FEML
O71.10,"Rupt of uterus during labour, unsp",210,260,FEML
O71.11,Spont rupt of uterus during labour,210,260,FEML
O71.12,Traum rupt of uterus during labour,210,260,FEML
O71.2,Postpartum inversion of uterus,210,260,FEML
O71.3,Obstetric laceration of cervix,210,260,FEML
O71.4,Obstetric high vag laceration (alone),210,260,FEML
O71.5,Other obstetric injury to pelvic organs,210,260,FEML
O71.6,Obstetric damage pelv joints & ligaments,210,260,FEML
O71.7,Obstetric haematoma of pelvis,210,260,FEML
O71.81,Obstetric uterine laceration or tear,210,260,FEML
O71.82,Diats of recti abdo musc in preg / delv,210,260,FEML
O71.88,Other specified obstetric trauma,210,260,FEML
O71.9,Obstetric trauma unspecified,210,260,FEML
O72.0,Third-stage haemorrhage,210,260,FEML
O72.1,Other immediate postpartum haemorrhage,210,260,FEML
O72.2,Delayed & sec postpartum haemorrhage,210,260,FEML
O72.3,Postpartum coagulation defects,210,260,FEML
O73.0,Retained placenta,210,260,FEML
O73.1,Retained portion placenta & membranes,210,260,FEML
O75.0,Mat distress during labour & delivery,210,260,FEML
O75.1,Shock during or foll labour & delivery,210,260,FEML
O75.2,Pyrexia during labour NEC,210,260,FEML
O75.3,Other infection during labour,210,260,FEML
O75.5,Delayed delivery after artificial ROM,210,260,FEML
O75.6,Delay delivery after spont or unsp ROM,210,260,FEML
O75.7,Vaginal delivery foll previous C/S,210,260,FEML
O75.8,Oth spec complications labour & delivery,210,260,FEML
O75.9,Complication of labour and delivery unsp,210,260,FEML
O80,Single spontaneous delivery,210,260,FEML
O81,Single delivery forceps & vacuum extr,210,260,FEML
O82,Single delivery by caesarean section,210,260,FEML
O83,Other assisted single delivery,210,260,FEML
O84.0,Multiple delivery all spontaneous,210,260,FEML
O84.1,Mult delv all forceps & vacuum extractor,210,260,FEML
O84.2,Mult delv all by caesarean section,210,260,FEML
O84.81,Multiple delivery all assisted NEC,210,260,FEML
O84.82,Multiple delivery by combination methods,210,260,FEML
O84.9,Multiple delivery unspecified,210,260,FEML
O85,Puerperal sepsis,210,260,FEML
O86.0,Infection of obstetric surgical wound,210,260,FEML
O86.1,Oth infectn gen tract following delivery,210,260,FEML
O86.2,Urinary tract infectn following delivery,210,260,FEML
O86.3,Oth GU tract infections foll delivery,210,260,FEML
O86.4,Pyrexia unknown origin foll delivery,210,260,FEML
O86.8,Other & unsp puerperal infections,210,260,FEML
O87.2,Haemorrhoids in the puerperium,210,260,FEML
O87.9,Venous condition in puerperium,210,260,FEML
O88.0,Obstetric air embolism,210,260,FEML
O88.1,Amniotic fluid embolism,210,260,FEML
O88.2,Obstetric blood clot embolism,210,260,FEML
O88.3,Obstetric pyaemic and septic embolism,210,260,FEML
O88.8,Other obstetric embolism,210,260,FEML
O90.0,Disruption of caesarean section wound,210,260,FEML
O90.1,Disruption of perineal obstetric wound,210,260,FEML
O90.2,Haematoma of obstetric wound,210,260,FEML
O90.3,Cardiomyopathy in the puerperium,210,260,FEML
O90.4,Postpartum acute kidney failure,210,260,FEML
O90.5,Postpartum thyroiditis,210,260,FEML
O90.8,Oth complications of the puerperium NEC,210,260,FEML
O90.9,Complication of the puerperium unsp,210,260,FEML
O91.00,Infectn nipple wo attachment difficulty,210,260,FEML
O91.01,Infectn nipple w attachment difficulty,210,260,FEML
O91.10,Abscess breast wo atchmt difficulty,210,260,FEML
O91.11,Abscess breast w atchmt difficulty,210,260,FEML
O91.20,Nonpurulent mastitis wo atchmt difficlt,210,260,FEML
O91.21,Nonpurulent mastitis w atchmt difficulty,210,260,FEML
O92.00,Retracted nipple wo attachment difficlt,210,260,FEML
O92.01,Retracted nipple w attachment difficulty,210,260,FEML
O92.10,Cracked nipple wo atchmt difficulty,210,260,FEML
O92.11,Cracked nipple w atchmt difficulty,210,260,FEML
O92.20,Oth / unsp dis brst wo atchmt difficlt,210,260,FEML
O92.21,Oth / unsp dis breast w atchmt difficlt,210,260,FEML
O92.30,Agalactia wo mention atchmt difficulty,210,260,FEML
O92.31,Agalactia w mention attachment difficlt,210,260,FEML
O92.40,Hypogalactia wo attachment difficulty,210,260,FEML
O92.41,Hypogalactia w attachment difficulty,210,260,FEML
O92.50,Suppressed lactation wo atchmt difficlt,210,260,FEML
O92.51,Suppressed lactation w atchmt difficulty,210,260,FEML
O92.60,Galactorrhoea wo attachment difficulty,210,260,FEML
O92.61,Galactorrhoea w attachment difficulty,210,260,FEML
O92.70,Oth disrd lact wo attachment difficlt,210,260,FEML
O92.71,Oth disrd lact w attachment difficlt,210,260,FEML
O94,Seq comp preg childbirth puerp,210,260,FEML
O95,Obstetric death of unspecified cause,210,260,FEML
